4525	C	errorText	TTS error modal text (TTS envelope)
4526	C	errorCode	TTS error modal code (TTS envelope)
6748	B	questionSafe	history retry button: the operator's own question, escaped for ' and " only, inside a JS string in onclick
6748	E	job.id_hash	job id_hash
6753	E	job.id_hash	server id / slug
6758	E	deleteBtn	HTML fragment whose own interpolations are swept separately, or a class-name helper
7125	E	ts	number, count, width or formatted date
7126	E	this.renderMarkdownInline( notification.message )	marked + DOMPurify, or escapeHtml when either is missing
7339	E	timestamp	number, count, width or formatted date
7410	E	cost.toFixed( 4 )	number, count, width or formatted date
7412	E	duration	formatted timestamp / duration
7414	E	tokens.toLocaleString()	number, count, width or formatted date
7498	C	( job.agent_type || '' ).replace( 'Agent', '' )	job agent_type (server set)
7560	E	schedDate.toISOString()	number, count, width or formatted date
7560	E	schedDateStr	number, count, width or formatted date
7560	E	schedTimeStr	number, count, width or formatted date
7651	E	jobId	server id / slug
7651	E	jobId	server id / slug
7660	E	idKey	server id / slug
7660	E	deleteAction	HTML fragment whose own interpolations are swept separately, or a class-name helper
7666	E	idKey	server id / slug
7666	E	jobId	server id / slug
7672	E	idKey	server id / slug
7672	E	jobId	server id / slug
7672	E	statusClass	HTML fragment whose own interpolations are swept separately, or a class-name helper
7673	E	idKey	server id / slug
7674	E	cancelBtnHtml	HTML fragment whose own interpolations are swept separately, or a class-name helper
7675	E	completionBadge	HTML fragment whose own interpolations are swept separately, or a class-name helper
7675	E	scheduledBadge	HTML fragment whose own interpolations are swept separately, or a class-name helper
7676	E	jobIdDisplay	server id / slug
7676	E	jobId	server id / slug
7676	E	jobId	server id / slug
7679	E	timestamp	formatted timestamp / duration
7682	E	idKey	server id / slug
7685	E	jobId	server id / slug
7694	E	this.renderAbstractSection( job.abstract )	marked + DOMPurify, or escapeHtml when either is missing
7697	C	this.renderReportLinkSection( job.report_path, job.agent_type, job.yaml_path, job.remediat	report link section: server paths; yamlPath escaped with escapeHtml inside a JS string in an onclick (wrong context)
