4525	ident:param	method showTTSErrorModal	errorText
4526	ident:param	method showTTSErrorModal	errorCode
5653	escaped		this.escapeHtml( metadata.response_text )
5694	escaped		this.escapeHtml( metadata.error )
6748	member		job.id_hash
6748	ident:local	decl:call:( job.question_text || '' ).replace( /'/g, "\\'" ).replace( 	questionSafe
6753	member		job.id_hash
6758	ident:local	decl:cond-safe-branches	retryBtn
6758	ident:local	decl:template	deleteBtn
7125	ident:local	decl:cond(call:new Date( notification.timestamp ).toLocaleTimeString|call:new Date().toLocaleTimeString)	ts
7125	ident:local	decl:cond-safe-branches	priorityBadge
7126	call:this.renderMarkdownInline		this.renderMarkdownInline( notification.message )
7213	escaped		this.escapeHtml( oldTimestamp )
7214	escaped		this.escapeHtml( oldMessage )
7335	escaped		encodeURIComponent( notification.abstract )
7339	ident:local	decl:cond(call:new Date( notification.timestamp ).toLocaleTimeString|call:new Date().toLocaleTimeString)	timestamp
7340	escaped		this.escapeHtml( notification.message )
7340	ident:local	decl:cond-safe-branches	abstractHtml
7410	call:cost.toFixed		cost.toFixed( 4 )
7412	ident:local	decl:cond(call:this.formatDuration|literal)	duration
7414	call:tokens.toLocaleString		tokens.toLocaleString()
7430	escaped		this.renderMarkdown( abstract )
7443	escaped		encodeURIComponent( reportPath )
7445	escaped		encodeURIComponent( remediationPath )
7449	escaped		this.escapeHtml( yamlPath )
7453	escaped		encodeURIComponent( pptxPath )
7498	call:( job.agent_type || '' ).replace		( job.agent_type || '' ).replace( 'Agent', '' )
7500	escaped		this.escapeHtml( job.user_email )
7560	call:schedDate.toISOString		schedDate.toISOString()
7560	ident:local	decl:call:schedDate.toLocaleDateString	schedDateStr
7560	ident:local	decl:call:schedDate.toLocaleTimeString	schedTimeStr
7609	ident:local	decl:cond-safe-branches	cls
7609	ident:local	decl:cond-safe-branches	tip
7609	ident:local	decl:cond-safe-branches	label
7651	ident:local	decl:logical(member||template)	jobId
7651	ident:local	decl:logical(member||template)	jobId
7660	ident:local	decl:cond(template|ident)	idKey
7660	ident:local	decl:template	deleteAction
7666	cond-safe-branches		job.paused ? ' is-paused' : ''
7666	ident:local	decl:cond(template|ident)	idKey
7666	ident:local	decl:logical(member||template)	jobId
7666	unary		!job.paused
7666	cond-safe-branches		job.paused ? 'Resume this job' : 'Pause this job'
7666	cond-safe-branches		job.paused ? '▶' : '⏸'
7672	ident:local	decl:template	statusClass
7672	ident:local	decl:literal ; assign:literal	pausedCardClass
7672	ident:local	decl:cond(template|ident)	idKey
7672	ident:local	decl:logical(member||template)	jobId
7672	cond-safe-branches		job.paused ? 'true' : 'false'
7673	ident:local	decl:literal ; assign:literal	headerCancelClass
7673	ident:local	decl:cond(template|ident)	idKey
7674	ident:local	decl:literal ; assign:template	cancelBtnHtml
7674	ident:local	decl:cond-safe-branches	pauseBtnHtml
7674	ident:local	decl:literal	deleteBtnHtml
7675	ident:local	decl:cond-safe-branches	agentBadge
7675	ident:local	decl:cond-safe-branches	ownerBadge
7675	ident:local	decl:cond-safe-branches	cacheHitBadge
7675	ident:local	decl:literal ; assign:literal ; assign:template	completionBadge
7675	ident:local	decl:literal ; assign:literal	pausedBadge
7675	ident:local	decl:literal ; assign:template	scheduledBadge
7675	ident:local	decl:literal ; assign:literal	monopolizeBadge
7676	ident:local	decl:logical(member||template)	jobId
7676	ident:local	decl:logical(member||template)	jobId
7676	ident:local	decl:cond(binary(call:idPrefix.substring+literal)|ident)	jobIdDisplay
7677	escaped		this.escapeHtml( truncatedQuestion )
7678	ident:local	decl:literal ; assign:literal	statusIndicator
7678	ident:local	decl:literal ; assign:literal	interactionIndicator
7679	ident:local	decl:call:this.formatJobTimestamp	timestamp
7682	ident:local	decl:cond(template|ident)	idKey
7683	ident:local	decl:literal ; assign:literal	durationSection
